Enddate,Name,Region,ID,Headline,Copyright
20240512,GuanacoMother,PT-BR,7069142219,"A beleza serena","Fêmea de guanaco e bebê recém-nascido em pastagem, província de La Pampa, Argentina (© Gabriel Rojo/Minden Pictures)"
20240513,NamibiaCanyon,PT-BR,7314875835,"Horizontes profundos","Desfiladeiro do rio Fish, Namíbia (© R. M. Nunes/Getty Images)"
20240514,CarlsbadNP,PT-BR,7544935694,"Maravilhas subterrâneas","Trilha que leva ao Big Room, Grutas de Carlsbad, Novo México (© Doug Meek/Getty Images)"
20240515,BlueCityIndia,PT-BR,7765486791,"A magia da Cidade Azul","A Cidade Azul de Jodhpur, Índia (© cinoby/Getty Images)"
20240516,DayOfLight,PT-BR,7977320546,"Iluminando o caminho","'Feelings are Facts' (Sentimentos são fatos), do artista Olafur Eliasson e do arquiteto Ma Yansong, Pequim, China (© Feng Li/Getty Images News)"
20240517,TarangireElephants,PT-BR,9979896896,"Aventuras de grande porte!","Uma família de elefantes africanos no Parque Nacional Tarangire, Tanzânia (© Vicki Jauron, Babylon and Beyond Photography/Getty Images)"
20240518,MuseumWhale,PT-BR,0044062488,"Uma longa história","Esqueleto de baleia azul chamada Hope, Museu de História Natural, Londres, Inglaterra (© Bailey-Cooper Photography/Alamy Stock Photo)"
20240519,VernazzaItaly,PT-BR,0108995686,"Onde a história encontra o mar","Vila de Vernazza, Cinque Terre, Ligúria, Itália (© Roberto Moiola/Sysaworld/Getty Images)"
20240520,HoneycombBee,PT-BR,0168442685,"A dança das abelhas","Abelha cuidando do favo de mel (© Simun Ascic/Alamy Stock Photo)"
20240521,MalaysiaTea,PT-BR,0222561765,"Aconchego em uma xícara","Plantação de chá de Cameron Highlands, Malásia (© alex cheong/Getty Images)"
20240522,SnowGumTasmania,PT-BR,0279882424,"Mergulhe na diversidade","Eucalipto goma-da-neve-da-Tasmânia (Eucalyptus pauciflora), Parque Nacional Mount Field, Tasmânia, Austrália (© Ignacio Palacios/Getty Images)"
20240523,IndianStarTortoise,PT-BR,0334099944,"Devagar e sempre!","Tartaruga-estrelada-indiana, Sri Lanka (© Robin Chittenden/Minden Pictures)"
20240524,DiaNacionaldoCafe,PT-BR,0388353116,"Vai um cafézinho?","Um trabalhador peneira grãos de café na fazenda de café Camocim em Domingos Martins, Espírito Santo (© Carl de Souza/Getty Images)"
20240525,MoroccoBenhaddou,PT-BR,0472580311,"Guardiões das dunas","Aït Benhaddou, Marrocos (© Grant Faint/Getty Images)"
20240526,MethowWildflowers,PT-BR,0540541576,"Selvagens e livres","Bálsamos e lupinos, Methow Valley, North Cascades, Washington, EUA (© Alan Majchrowicz/Getty Images)"
20240527,MataAtlantica,PT-BR,0600772527,"Além do horizonte","Parque Nacional Serra dos Órgãos em Petrópolis, Río de Janeiro (© MesquitaFMS/Getty Images)"
20240528,MeteoraMonastery,PT-BR,0665856775,"No topo do mundo","Mosteiro de Roussanou, Meteora, Tessália, Grécia (© Marius Roman/Getty Images)"
20240529,MullOtter,PT-BR,0721243704,"A vida na água","Lontras européias adolescentes, Loch Spelve, Ilha de Mull, Escócia (© Neil Henderson/Alamy Stock Photo)"
20240530,Everglades90th,PT-BR,0782569600,"Paraíso da vida selvagem","Uma área de pinheiros e pradaria de grama, Parque Nacional de Everglades, Flórida, EUA (© Jonathan Gewirtz/Tandem Stills + Motion)"
20240531,YorkshireDalesNP,PT-BR,5805097424,"Uma terra verde e agradável","Gunnerside, Swaledale, Parque Nacional de Yorkshire Dales, Inglaterra (© Derek Croucher/Alamy Stock Photo)"
20240601,PrideMonthSF,PT-BR,6281938141,"Orgulho, sem prejuízo","Centro Cívico de São Francisco iluminado com luzes de arco-íris para Orgulho LGBTQIA+, Califórnia, EUA (© Josh Edelson/AFP via Getty Images)"
20240602,CopenhagenBicycles,PT-BR,5476760078,"Uma pedalada de cada vez","Bicicletas em Copenhague, Dinamarca (© Alphotographic/Getty Images)"
20240603,CapybaraEducation,PT-BR,9998060500,"Vivendo em harmonia","Capivara, o maior roedor do mundo, na margem de um rio no Pantanal (© Joe McDonald/Getty Images)"
20240604,ChestnutBeeEater,PT-BR,6524596779,"Vermelho, amarelo, azul... Muitas cores!","Abelharuco-de-cabeça-castanha, Parque Nacional de Bardia, Nepal (© PACO COMO/Shutterstock)"
20240605,MadagascarRiver,PT-BR,7232388819,"Juntos pela saúde do nosso planeta","Parque Nacional de Masoala, em Madagascar (© Dennis van de Water/Shutterstock)"
20491231,/sa/simg/hpb/LaDigue,PT-BR,1115245085,"","La Digue, an island in the Seychelles (© Oleksandr Dibrova/Adobe Stock)"
20240607,HumpbackFamily,PT-BR,7707157719,"Ondas de esperança","Família de baleias jubarte, Dutch Harbor, Alasca, EUA (© Jude Newkirk/Amazing Aerial Agency)"
20240608,KillikRiverAlaska,PT-BR,9004579454,"O encontro das águas","Confluência de Easter Creek e Killik River, Parque Nacional e Reserva Portas do Ártico, Alasca, EUA (© Patrick J. Endres/Getty Images)"
20240609,BardenasBiosphere,PT-BR,8155922865,"Natureza de tirar o fôlego","Reserva da Biosfera e Parque Natural Bardenas Reales, Bardenas, Navarra, Espanha (© Aliaume Chapelle/Tandem Stills + Motion)"
20240610,OsakaNight,PT-BR,8462311640,"Cidade dos sonhos em neon","Osaka à noite, Japão (© wichianduangsri/Getty Images)"
20240611,GemsbokBotswana,PT-BR,8699513531,"Esses antílopes são verdadeiras joias","Órix-do-cabo na savana, Botsuana (© Karine Aigner/Tandem Stills + Motion)"
20240612,DiadosNamorado,PT-BR,1152869085,"Eu sei que vou te amaaaaar","Periquito-monge e do periquito-da-planície cuidando um do outro (© diegograndi/Getty Images)"
20240613,RegistanUzbekistan,PT-BR,8909125250,"Contos de azulejos","Fachada de mosaico na Praça Registan, Samarcanda, Uzbequistão (© da-kuk/Getty Images)"
20240614,PeggysCove,PT-BR,1473312250,"Sozinho, mas nunca solitário","Farol de Peggys Cove, Nova Escócia, Canadá (© Pugalenthi/Getty Images)"
20240615,NazareWave,PT-BR,1726789452,"Na crista da onda","Surfista pegando onda em Nazaré, Portugal (© Rui Caria/Getty Images)"
20240616,FloresIsland,PT-BR,1096612620,"As vistas o deixarão maravilhado","Lagos de crateras vulcânicas em Kelimutu, Flores, Indonésia (© Shane P. White/Minden Pictures)"
20240617,HummingThistle,PT-BR,2010044953,"Abra suas asas","Beija-flor brilhante de coroa verde com cardo gigante, Cerro de la Muerte, Costa Rica (© adrian hepworth/Alamy Stock Photo)"
20240618,LupinIceland,PT-BR,2281677682,"Florescendo para a vida","Campos de tremoços e igreja ao nascer do sol, Península de Snæfellsnes, Islândia (© Matteo Colombo/Getty Images)"
20240619,CuxhavenTower,PT-BR,2536351203,"Um monumento histórico","Torre de água em Cuxhaven, Alemanha (© Andreas Vogel/Alamy)"
20240620,KokinoMacedonia,PT-BR,2816851215,"Revelando o conhecimento astronômico","Kokino, um antigo observatório megalítico, Macedônia do Norte (© stoimilov/Shutterstock)"
20240621,IniciodoInverno,PT-BR,1929239619,"O inverno começou","Pôr do sol na praia de Ipanema, Rio de Janeiro, Brasil. Vista para as praias de Ipanema e Leblon, Morro Dois Irmãos e Pedra da Gávea (© Anton Petrus/Getty Images)"
20240622,BrazilRainforest,PT-BR,3213724204,"Perder-se na névoa","Floresta Amazônica, Brasil (© Claus Meyer/plainpicture)"
20240623,DhakaBangladesh,PT-BR,3551380225,"Noite escura, luzes da cidade","Vista aérea de uma rotatória em Daca, Bangladesh (© Azim Khan Ronnie/Amazing Aerial Agency)"
20240624,FestasJuninas,PT-BR,2004376750,"Olha a cobra!","Rua em Salvador decorada com bandeiras coloridas entre prédios (© Henn Photography/Aurora Photos/Getty Images)"
20240625,FireWave,PT-BR,3949258525,"Lugar perfeito para uma foto legal","Formação rochosa Onda do Fogo, Parque Estadual Vale do Fogo, Nevada, EUA (© Clint Losee/Tandem Stills + Motion)"
20240626,CardinalfishAnemone,PT-BR,4236573966,"Espetaculares listras!","Peixe Cardinal Bangai juvenil com anêmona do mar, Estreito de Lembeh, Sulawesi do Norte, Indonésia (© Constantinos Petrinos/NPL/Minden Pictures)"
20240627,FlorenceDuomo,PT-BR,4528036954,"Colosso florentino!","Catedral Santa Maria del Fiore ao anoitecer, Florença, Itália (© Elena Pueyo/Getty Images)"
20240628,Pride2024,PT-BR,0771293980,"Dia de celebrar a diversidade","Foliões enchem as ruas segurando uma bandeira gigante do arco-íris durante a parada anual do orgulho LGBT na avenida Paulista (© Nelson Antoine/Shutterstock)"
20240629,TourCorsica,PT-BR,5751262525,"Hora de vencer a corrida","Ciclistas no Volta a França de 2013, Córsega, França (© Pascal Pochard-Casabianca/AFP via Getty Images)"
20240630,UbudBali,PT-BR,6634868084,"O coração cultural de Bali","Escultura em pedra em um templo em Ubud, Bali, Indonésia (© R. Schönebaum/plainpicture)"
20240701,FisgardLighthouse,PT-BR,7039409660,"Surpreenda-se com o Canadá","Farol de Fisgard, porto de Esquimalt, Colwood, Colúmbia Britânica, Canadá (© davemantel/Getty Images)"
20240702,ItalicaRuins,PT-BR,7394410327,"Fantasmas de cidades passadas","Italica, uma antiga cidade romana em Santiponce, Sevilha, Andaluzia, Espanha (© Moses Palermo/Amazing Aerial Agency)"
20240703,MeerkatManor,PT-BR,7654628186,"Espere! Quem está aí?","Família dos suricatos (© anetapics/Shutterstock)"
20240704,ZaharaDeLaSierra,PT-BR,7910795678,"Uma pitoresca vila branca","Zahara de la Sierra, Andaluzia, Espanha (© Francesco Carovillano/eStock Photo)"
20240705,NoahBeach,PT-BR,8215908491,"Um encontro na costa","Praia de Noah na floresta tropical de Daintree, Queensland, Austrália (© bjeayes/Getty Images)"
20240706,ConwyRiver,PT-BR,8493712176,"Navegue com estilo","Castelo de Conwy com vista para o rio Conwy, País de Gales (© David Chapman/Alamy Stock Photo)"
20240707,YenBaiTerraces,PT-BR,8757811796,"Um paraíso de terraços","Terraços de arroz de Mù Cang Chải, província de Yên Bái, Vietnã (© Kiatanan Sugsompian/Getty Images)"
20240708,AniversarioOuroPreto,PT-BR,1746358764,"Charme mineiro","A bela cidade de Ouro Preto, em Minas Gerais, Brasil Getty Images (© filipefrazao/Getty Images)"
20240709,TalampayaNP,PT-BR,9006778184,"Uma joia geológica","Parque Nacional de Talampaya, província de La Rioja, Argentina (© Gonzalo Azumendi/Getty Images)"
20240710,CollaredAracari,PT-BR,9257323315,"Pássaros com bicos deslumbrantes","Araçari-de-coleira, Costa Rica (© Juan Carlos Vindas/Getty Images)"
20240711,GangiSicily,PT-BR,9510016968,"Você é único entre 8,1 bilhões","Gangi, Sicília, Itália (© Andrea Caruso/Amazing Aerial Agency)"
20240712,RainierWildflowers,PT-BR,9770254578,"Uma magia natural","Flores silvestres no Parque Nacional do Monte Rainier, Washington, EUA (© RomanKhomlyak/Getty Images)"
20240713,CappadociaRocks,PT-BR,0064255602,"Esculturas do tempo","Chaminés de fadas e grutas na Capadócia, Turquia (© Storm Is Me/Shutterstock)"
20240714,SilkyShark,PT-BR,0331927489,"Dia Mundial para Conscientização sobre Tubarões","Tubarão-seda em Jardines de la Reina, Cuba (© Christian Vizl/Tandem Stills + Motion)"
20240715,TateishiPark,PT-BR,0601453659,"Ouça a música das ondas","Parque Tateishi, Prefeitura de Kanagawa, Japão (© blew_s/Shutterstock)"
20240716,AncientOrkney,PT-BR,0835986378,"Explorando o passado","O assentamento neolítico de Skara Brae, Orkney, Escócia (© Paul Williams - FunkyStock/Getty Images)"
20240717,DiadoCurupira,PT-BR,5262042998,"No interior das matas","Vista de um barco na Amazônia (© StreetFlash/Getty Images)"
20240718,MayotteCoral,PT-BR,1070255850,"Profundo e significativo","Recife de coral no Oceano Índico, Mayotte, França (© Gabriel Barathieu/Minden Pictures)"
20240719,DiaNacionaldoFutebol,PT-BR,4614165115,"O jogo vai começar!","Arena da Amazônia, Brasil (© PA Images/Alamy)"
20240720,MineralMoon,PT-BR,1317802439,"Até o infinito e mais além!","A lua (© Victor Blum/Getty Images)"
20240721,ZanzibarBoats,PT-BR,1541762225,"Um paraíso escondido","Barcos de pesca de madeira na vila de Kendwa, Zanzibar, Tanzânia (© Lubos Paukeje/Alamy Stock Photo)"
20240722,HammockCamping,PT-BR,1798965099,"Só estou curtindo a vida","Acampamento com rede em um lago na Flórida Central, EUA (© Mac Stone/Tandem Stills + Motion)"
20240723,MethoniCastle,PT-BR,2033564506,"Ecos da história","Castelo de Methoni, Messina, Grécia (© Andrew Mayovskyy/Shutterstock)"
20240724,YoungJaguar,PT-BR,2280455172,"Camuflagem inteligente","Uma jovem onça-pintada em uma margem de rio, Pantanal, Brasil (© Tambako the Jaguar/Getty Images)"
20240726,PontNeuf,PT-BR,6985503586,"Que comecem os jogos!","Pont Neuf sobre o rio Sena, Paris, França (© f11photo/Getty Images)"
20240727,RhinelandVineyards,PT-BR,7268269161,"Tesouros vinícolas do Mosela","Vinhedos no Vale do Mosela, Renânia-Palatinado, Alemanha (© Jorg Greuel/Getty Images)"
20240728,BeachHutsSweden,PT-BR,7531114296,"Litoral cromático","Cabanas de banho na praia no condado de Escânia, Suécia (© Martin Wahlborg/Getty Images)"
20240728,BeachHutsSweden,PT-BR,7531114296,"Litoral cromático","Cabanas de banho na praia no condado de Escânia, Suécia (© Martin Wahlborg/Getty Images)"
20240729,DiadoAgricultor,PT-BR,1621260840,"Plantando para poder colher","Imagem aérea de uma plantação de café, Brasil (© Murilo Gualda/Getty Images)"
20240730,GimignanoTuscany,PT-BR,7820946889,"Uma Manhattan medieval","San Gimignano, Siena, Toscana, Itália (© MNStudio/Shutterstock)"
20240731,HoodoosBryce,PT-BR,8116004606,"Uma floresta de pedras","Hoodoos, Sunset Point, Parque Nacional de Bryce Canyon, Utah, EUA (© Tim Fitzharris/Minden Pictures)"
20240801,KaptaiLake,PT-BR,8351405372,"Há muitas pechinchas aqui","Mercado flutuante, Lago Kaptai, Rangamati, Bangladesh (© Azim Khan Ronnie/Amazing Aerial Agency)"
20240802,TrunkBay,PT-BR,8573788345,"Em algum lugar sob o arco-íris","Baía do Tronco, Parque Nacional das Ilhas Virgens, Saint John, EUA (© cdwheatley/Getty Images)"
20240803,WulongKarst,PT-BR,9259543869,"Trio cênico de Wulong","As três pontes naturais, Parque Nacional de Geologia Wulong Karst, China (© Pav-Pro Photography Ltd/Shutterstock)"
20240804,DiaInternacionaldosAvos,PT-BR,2289016069,"Dia de descanso","Diversos Preguiças-de-três-dedos, Amazônia, Brasil (© Gerald &amp; Marc/Superstock)"
20240805,HertfordshireLavender,PT-BR,9531166050,"Roxo até onde a vista alcança","Campo de lavanda, Hertfordshire, Inglaterra, Reino Unido (© George W Johnson/Getty Images)"
20240806,MolokiniHawaii,PT-BR,9827408111,"Um cratera marinha","Molokini, Maui, Havaí, EUA (© Douglas Peebles/eStock Photo)"
20240807,MichiganLighthouse,PT-BR,0055198491,"Surpreendentemente náutico","Faróis de St. Joseph, Michigan, EUA (© Kenneth Keifer/Getty Images)"
20240808,SpottedOwlet,PT-BR,0320206589,"Um grande olhar para uma coruja","Coruja-pintada, Bangcoc, Tailândia (© Tfilm/Getty Images)"
20240809,IncaRuinPeru,PT-BR,4364071618,"Celebrando a cultura indígena","Ruína inca de Sacsayhuamán, perto de Cusco, Peru (© SL_Photography/Getty Images)"
20240810,JoshuaTreeNP,PT-BR,8498081592,"Joshua sob um cobertor estrelado","Parque Nacional de Joshua Tree, Califórnia, EUA (© Chris Moore - Exploring Light Photography/Tandem Stills + Motion)"
20240811,DiadosPais,PT-BR,1045421907,"Um momento de pai e filho","Garça-tigre-ruiva (Tigrisoma lineatum) adulta e filhote no ninho, Mato Grosso, Pantanal (© Ben Cranke/Minden)"
20240812,ElephantsAmboseli,PT-BR,3607711073,"Uma manada da pesada","Elefantes africanos, Parque Nacional Amboseli, Quênia (© Ruzdi Ekenheim/Getty Images)"
20240813,DugiOtokCroatia,PT-BR,3949170501,"Alturas do Adriático","Penhascos do Parque Natural Telašćica, Ilha Dugi Otok, Croácia (© Ilija Ascic/Shutterstock)"
20240814,WatarrkaLizard,PT-BR,4397893741,"O lagarto punk do deserto!","Diabo-espinhoso, Parque Nacional de Watarrka, Austrália (© Yva Momatiuk and John Eastcott/Minden Pictures)"
20240815,HangCave,PT-BR,4594901649,"Eco em alta!","Caverna Hang Sơn Đoòng, Parque Nacional Phong Nha-Kẻ Bàng, Vietnã (© Geng Xu/Getty Images)"
20240816,JapanRollerCoaster,PT-BR,6472241100,"Apertem os cintos!","Montanha-russa no Nagashima Spa Land, província de Mie, Japão (© Japanese amateur photographer/Getty Images)"
20240817,AlfanzinaLighthouse,PT-BR,6712020565,"Ilumindo o caminho","Farol de Alfanzina, Algarve, Portugal (© Andreas Kunz/Getty Images)"
20240818,HuntingtonBeach,PT-BR,8909327744,"Um píer inigualável hoje...","Píer de Huntington Beach ao pôr do sol, Califórnia, EUA (© Stan Moniz Photography/Tandem Stills + Motion)"
20240819,RegataSanGines,PT-BR,4759271274,"Percussão espumante!","Bufadero de la Garita, Gran Canaria, Espanha (© Marco Bottigelli/Getty Images)"
20240820,TetonSunrise,PT-BR,5413477464,"Onde o cervo e o antílope brincam","Nascer do sol no Parque Nacional de Grand Teton, Wyoming, EUA (© Kurt Budliger/Tandem Stills + Motion)"
20240821,NazcaBooby,PT-BR,5782154593,"Esperando para voar","Atobá-de-pé-vermelho, Ilha Wolf, Ilhas Galápagos, Equador (© Tui De Roy/Minden Pictures)"
20240822,DiadoFolclore,PT-BR,9451693617,"As cores do nosso folclore","Artesanato indígena brasileiro exposto para venda em feira ao ar livre (© Ricardo Lima/Getty Images)"
20240823,PrasatPhanom,PT-BR,0925050083,"Uma porta para o passado","Ruínas do templo de Prasat Phanom Rung, província de Buriram, Tailândia (© Banjongseal324/Getty Images)"
20240824,KatahdinWoods,PT-BR,1618400732,"Falando sobre bosques e águas","Monumento Nacional Katahdin Woods and Waters, Condado de Penobscot, Maine, EUA (© Cavan Images/Alamy)"
20240825,SwiftcurrentLake,PT-BR,2467952516,"A coroa do continente","Amanhecer sobre o Lago Swiftcurrent, Parque Nacional Glacier, Montana, EUA (© Jason Savage/Tandem Stills + Motion)"
20240826,PalmyraAtoll,PT-BR,3061095594,"Escapada para uma ilha paradisíaca","Refúgio Nacional de Vida Selvagem do Atol de Palmyra, Oceano Pacífico (© Ian Shive/Tandem Stills + Motion)"
20240827,YoungCaiman,PT-BR,3430658396,"A vida é boa no pântano!","Jacaré-açu, Reserva Nacional de Tambopata, Peru (© Maxime Aliaga/Minden Pictures)"
20240828,ParalympicsParis,PT-BR,3706012931,"Chegou o dia!","Montmartre e a Basílica de Sacré-Cœur, Paris, França (© Tuul &amp; Bruno Morandi/Getty Images)"
20240829,CastellfollitSpain,PT-BR,4036017391,"Beleza catalã suspensa","Castellfollit de la Roca, Catalunha, Espanha (© Eloi_Omella/Getty Images)"
20240830,WhaleSharkDay,PT-BR,4441364252,"Gentileza gigante","Um tubarão-baleia na Baía de Cenderawasih, Papua Ocidental, Indonésia (© Andy Lerner/Tandem Stills + Motion)"
20240831,DjanetAlgeria,PT-BR,4680900903,"Horizontes Dourados","Formações rochosas e dunas de areia no Saara, Djanet, Argélia (© Airpano/Amazing Aerial Agency)"
20240901,ThamesLondon,PT-BR,5304149458,"Explorando o Tâmisa navegando com serenidade","Rio Tâmisa, Londres, Inglaterra (© Puthipong Worasaran/Getty Images)"
20240902,BuracodasAraras,PT-BR,5512338223,"Casa das Araras","Araras-vermelhas, Mato Grosso do Sul, Brasil (© Ellen Goff/Danita Delimont)"
20240903,AlpineLakes,PT-BR,5855305419,"Beleza encantada","Crystal Lake nos Enchantments, Região selvagem dos lagos alpinos, Washington, EUA (© Mitch Pittman/Tandem Stills + Motion)"
20240904,DuskyOwls,PT-BR,7151379971,"Olhos de cigana oblíqua","Bufos-sombrios, Paquistão (© zahoor salmi/Getty Images)"
20240905,RioNegroSolimoes,PT-BR,3787535047,"O Encontro das Águas","Confluência do Rio Negro e do Amazonas, Manaus, estado do Amazonas (© robertharding/Shutterstock)"
20240906,GlenariffPark,PT-BR,3219733810,"Passeando por um bosque encantado","Faia antiga, Parque Florestal de Glenariff, Condado de Antrim, Irlanda do Norte (© Dawid K Photography/Shutterstock)"
20240907,IndependenciaBrasil,PT-BR,0488632296,"Uma viagem no tempo","Parque da Independência, São Paulo (© Thiago Leitey/Shutterstock)"
20240908,StockholmLibrary,PT-BR,3203792144,"Narrativas globais","Interior da Biblioteca Pública de Estocolmo, Suécia (© Andrei Hrabun/Alamy)"
20240909,IguazuRainbow,PT-BR,7775661290,"O beijo do arco-íris na cachoeira","Cataratas do Iguaçu na fronteira do Brasil com a Argentina (© AirPano LLC/Amazing Aerial Agency)"
20240910,BridgeLisbon,PT-BR,7212632262,"Do horizonte até à água","Ponte Vasco da Gama, Lisboa, Portugal (© Achim Thomae/Getty Images)"
20240911,EltzCastle,PT-BR,6770414719,"Um conto de fadas feito de pedra","Castelo de Eltz, Alemanha (© Allard Schager/Alamy)"
20240912,DolphinReunion,PT-BR,8025622682,"Golfinhos à vista!","Grupo de golfinhos perto da Ilha da Reunião, Oceano Índico, Departamento Ultramarino Francês (© Joost van Uffelen/Shutterstock)"
20240913,PointReyes,PT-BR,8277913386,"Um refúgio natural","Point Reyes National Seashore Lighthouse, California (© RMB Images/Photography by Robert Bowman/Getty Images)"
20240914,RapaNuiSunrise,PT-BR,6063530742,"Um amanhecer místico","Amanhecer em Ahu Tongariki, Parque Nacional Rapa Nui, Ilha de Páscoa, Chile (© Piriya Photography/Getty Images)"
20240915,CalabriaPeperoncino,PT-BR,8530214805,"Vermelho picante e azul cristalino","Praia de Arco Magno, Calábria, Itália (© Alessio de Cicco/Getty Images)"
20240916,SunriseWallabies,PT-BR,5783760197,"Saltos ao amanhecer","Wallabies ao nascer do sol, Adelaide River, Território do Norte, Austrália (© Jeremy Woodhouse/Getty Images)"
20240917,MidAutumnSingapore,PT-BR,5635809883,"Lanternas e bolos da lua","Festival de Meio do Outono em Jardins da Baía, Singapura (© Victor Y. Zhuo/Alamy)"
20240918,GujoHachiman,PT-BR,3323033809,"Um castelo nas nuvens","Castelo Gujō Hachiman, Prefeitura de Gifu, Japão (© ta2funk ito/500px/Getty Images)"
20240919,DiaNacionaldoTeatro,PT-BR,7232325945,"O espetáculo já vai começar","Interior do Teatro Amazonas em Manaus, Amazonas (© Altrendo Images/Shutterstock)"
20240920,OcracokeLight,PT-BR,0175808147,"O último refúgio de um viajante","Faro de Ocracoke na ilha de Ocracoke, Carolina do Norte, EUA (© Chansak Joe/Getty Images)"
20240921,DiadaArvore,PT-BR,9942268995,"Sombra fresca e cores vivas","Vista de baixo ângulo de uma árvore com flores cor-de-rosa contra o céu, Distrito Federal (© Bruno Couto via 500px/GettyImages)"
20240922,Primavera,PT-BR,5788355112,"Bem-vinda, Primavera!","Arara-azul em um ipê-rosa durante a estação de floração, Pantanal, Mato Grosso (© Luiz Claudio Marigo/Minden PIctures)"
20240923,IcebergOtter,PT-BR,0553443956,"Incrível como uma lontra","Lontra marinha, Prince William Sound, Alasca, EUA (© Gerald Corsi/Getty Images)"
20240924,SkaftafellWaterfall,PT-BR,0775400551,"Está se apaixonando por essa visão?","Cachoeira em Skaftafell, Parque Nacional Vatnajökull, Islândia (© Nopasorn Kowathanakul/Getty Images)"
20240925,GiantSequoias,PT-BR,0989155735,"O reino dos antigos gigantes","Sequoias gigantes, Parque Nacional da Sequoia, Califórnia, EUA (© Galyna Andrushko/Shutterstock)"
20240926,LittleToucanet,PT-BR,1307591671,"Chamando todos os fãs de tucanos","Tucano de garganta azul, Parque Nacional Los Quetzales, Costa Rica (© Oscar Dominguez/Tandem Stills + Motion)"
20240927,VeniceAerial,PT-BR,3049943279,"Acima da cidade flutuante","Vista aérea do Grande Canal e da Basílica de Santa Maria della Salute, Veneza, Itália (© Bachir Moukarzel/Amazing Aerial Agency)"
20240928,FloridaSeashore,PT-BR,4145108998,"O brilho das Ilhas do Golfo","Praia ao nascer do sol, Costa Nacional das Ilhas do Golfo, Flórida, EUA (© Tim Fitzharris/Minden Pictures)"
20240929,ConnecticutBridge,PT-BR,4352188943,"Conectando Connecticut","Ponte Coberta de West Cornwall sobre o rio Housatonic, Connecticut, EUA (© pabradyphoto/Getty Images)"
20240930,WalrusNorway,PT-BR,4604487839,"Siga o gelo e encontre as morsas!","Colônia de morsas no norte de Spitsbergen, arquipélago de Svalbard, Noruega (© AWL Images/Danita Delimont)"
20241001,HalfDomeYosemite,PT-BR,4764561878,"Dome doce dome","Half Dome, Parque Nacional de Yosemite, Califórnia, EUA (© Adam Burton/Alamy)"
20241002,WindRiverAlaska,PT-BR,4944339151,"A dança selvagem do rio","Wind River, Brooks Range, Refúgio Nacional de Vida Selvagem do Ártico, Alasca, EUA (© Design Pics/Danita Delimont)"
20241003,TajMahalReflection,PT-BR,5120942939,"Uma grandiosa declaração de amor","Taj Mahal em Agra, Uttar Pradesh, Índia (© Tanarch/Getty Images)"
20241004,EuropaMoon,PT-BR,6260569357,"Uma lua azul","Europa, a lua gelada de Júpiter (© NASA/JPL-Caltech/SETI Institute)"
20241005,MaraMigration,PT-BR,7440860691,"Uma corrida pela vida","Grande migração de gnus no rio Mara, Quênia (© Ayzenstayn/Getty Images)"
20241006,CoyoteGulch,PT-BR,8564618055,"Vislumbres dourados","Algodoeiros em um arco em Coyote Gulch, Área de Recreação de Glen Canyon, Utah, EUA (© Stephen Matera/Tandem Stills + Motion)"
20241007,ElbePhilharmonic,PT-BR,9107755270,"Arquitetando o futuro","Sala de concertos Elbphilharmonie em Hamburgo, Alemanha (© Canetti/Shutterstock)"
